example_id,source,split,model_name,task,train_loss,validation_loss,train_metric,validation_metric,learning_rate,epochs,additional_information,diagnosis,evidence,next_experiment
synthetic_v3_data_leakage_suspected_019,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[0.42, 0.314, 0.218, 0.134, 0.066, 0.025]","[0.38, 0.283, 0.194, 0.118, 0.055, 0.017]","[0.84, 0.881, 0.918, 0.95, 0.976, 0.992]","[0.88, 0.912, 0.941, 0.966, 0.986, 0.999]",0.001,"[1, 2, 3, 4, 5, 6]",The scaler and feature selector were fitted on the complete dataset before the train-validation split. Metric on a clean holdout was 0.64.,data_leakage_suspected,"Preprocessing was fitted before the split, so validation information entered the training pipeline. Validation metric was 0.999, compared with 0.640 on a clean holdout.","Rebuild the splits around independent groups, then rerun preprocessing and training."
synthetic_v3_underfitting_047,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.893, 1.697, 1.543, 1.426, 1.343, 1.292, 1.266, 1.26]","[1.954, 1.769, 1.622, 1.511, 1.433, 1.384, 1.36, 1.354]","[0.265, 0.345, 0.408, 0.456, 0.489, 0.51, 0.521, 0.523]","[0.251, 0.33, 0.393, 0.44, 0.473, 0.494, 0.504, 0.507]",0.00203,"[1, 2, 3, 4, 5, 6, 7, 8]",Training and validation remained close but both results were weak.,underfitting,"The model still performed poorly on its training data after 8 epochs, with a 0.523 training metric. Validation was similarly weak at 0.507.",Continue training and compare the result with a larger architecture using the same split.
synthetic_v3_insufficient_evidence_038,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.093, 0.893, 0.738, 0.629, 0.547]","[1.154, 0.926, 0.787, 0.667, 0.611]","[0.662, 0.622, 0.582, 0.542, 0.502]","[0.635, 0.61, 0.557, 0.527, 0.477]",0.001,"[1, 2, 3, 4, 5]",No checkpoints were removed from the recorded history.,insufficient_evidence,"The losses improve but both recorded metrics become worse, so the logs are contradictory and may use an unknown metric direction or contain a logging error.","Verify the metric definition and logging code, then repeat the run before diagnosing it."
synthetic_v3_overfitting_026,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.266, 1.076, 0.897, 0.729, 0.574, 0.435, 0.313, 0.213, 0.153]","[1.333, 0.808, 0.487, 0.581, 0.673, 0.763, 0.85, 0.932, 1.004]","[0.523, 0.598, 0.668, 0.734, 0.795, 0.85, 0.898, 0.937, 0.961]","[0.513, 0.689, 0.796, 0.769, 0.743, 0.718, 0.693, 0.67, 0.65]",0.002997,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",The same architecture was used for the complete experiment.,overfitting,"The generalization gap grew after epoch 3: the final training metric was 0.961, while the validation metric fell to 0.650.",Stop training near epoch 3 and evaluate that checkpoint on a separate holdout.
synthetic_v3_insufficient_evidence_007,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.13, 0.889]","[1.156, 0.925]",[],[],0.001,"[1, 2]",Only two epochs and no accuracy metrics were recorded.,insufficient_evidence,"Only two epochs are available and both training and validation metrics are missing, so the early loss decrease does not support a specific diagnosis.",Collect more epochs and record training and validation metrics before diagnosing the run again.
synthetic_v3_underfitting_005,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[2.128, 1.966, 1.825, 1.704, 1.603, 1.52, 1.455, 1.405, 1.37, 1.348, 1.338, 1.335]","[2.166, 2.004, 1.863, 1.742, 1.641, 1.558, 1.492, 1.443, 1.408, 1.386, 1.375, 1.373]","[0.36, 0.383, 0.404, 0.421, 0.436, 0.447, 0.457, 0.464, 0.469, 0.472, 0.474, 0.474]","[0.345, 0.366, 0.384, 0.399, 0.412, 0.423, 0.431, 0.438, 0.442, 0.445, 0.446, 0.447]",0.002518,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Adding a few extra epochs caused almost no change after the plateau.,underfitting,"The model still performed poorly on its training data after 12 epochs, with a 0.474 training metric. Validation was similarly weak at 0.447.",Continue training and compare the result with a larger architecture using the same split.
synthetic_v3_learning_rate_too_low_027,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.736, 1.73, 1.725, 1.719, 1.714, 1.708, 1.702, 1.697, 1.691, 1.686, 1.68, 1.674, 1.669, 1.663]","[1.796, 1.791, 1.786, 1.781, 1.777, 1.772, 1.767, 1.762, 1.757, 1.753, 1.748, 1.743, 1.738, 1.733]","[0.324, 0.328, 0.333, 0.337, 0.342, 0.346, 0.351, 0.355, 0.36, 0.365, 0.369, 0.374, 0.378, 0.383]","[0.314, 0.317, 0.32, 0.323, 0.326, 0.329, 0.332, 0.335, 0.338, 0.342, 0.345, 0.348, 0.351, 0.354]",4.2e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",The available epoch budget ended before the model reached a useful result.,learning_rate_too_low,"Training loss decreased consistently by only 0.073, from 1.736 to 1.663, across 14 epochs, while the training metric improved by only 0.059.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_underfitting_028,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[2.176, 2.024, 1.893, 1.784, 1.694, 1.623, 1.57, 1.532, 1.509, 1.497, 1.494]","[2.259, 2.098, 1.961, 1.846, 1.751, 1.676, 1.62, 1.58, 1.555, 1.543, 1.54]","[0.281, 0.34, 0.391, 0.433, 0.468, 0.496, 0.517, 0.531, 0.54, 0.545, 0.546]","[0.265, 0.32, 0.366, 0.405, 0.437, 0.463, 0.482, 0.495, 0.504, 0.508, 0.509]",0.000985,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",No learning-rate scheduler was enabled.,underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.494 and 1.540, and neither metric exceeded 0.546.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_underfitting_006,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[2.209, 2.093, 1.992, 1.905, 1.832, 1.773, 1.726, 1.69, 1.665, 1.649, 1.642, 1.64]","[2.278, 2.163, 2.063, 1.977, 1.905, 1.846, 1.8, 1.765, 1.74, 1.724, 1.717, 1.715]","[0.253, 0.312, 0.364, 0.407, 0.444, 0.474, 0.498, 0.516, 0.529, 0.537, 0.541, 0.541]","[0.236, 0.295, 0.346, 0.39, 0.426, 0.456, 0.48, 0.498, 0.51, 0.518, 0.522, 0.523]",0.000951,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The same architecture was used for the complete experiment.,underfitting,Training remained poor after 12 epochs: training loss was 1.640 and training metric was 0.541. Validation values were similarly poor at 1.715 loss and 0.523 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_healthy_031,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.458, 1.231, 1.017, 0.816, 0.631, 0.464, 0.318, 0.199, 0.127]","[1.521, 1.298, 1.087, 0.89, 0.709, 0.544, 0.401, 0.284, 0.213]","[0.544, 0.606, 0.663, 0.717, 0.767, 0.812, 0.851, 0.883, 0.903]","[0.533, 0.59, 0.643, 0.694, 0.74, 0.782, 0.818, 0.848, 0.866]",0.002101,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",The gap between the two splits stayed small throughout the run.,healthy,"Both splits improved over 9 epochs. Final losses were 0.127 for training and 0.213 for validation, with final metrics of 0.903 and 0.866.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_healthy_032,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.668, 1.454, 1.251, 1.059, 0.879, 0.713, 0.564, 0.433, 0.326, 0.261]","[1.735, 1.521, 1.317, 1.125, 0.946, 0.78, 0.63, 0.499, 0.393, 0.328]","[0.381, 0.47, 0.554, 0.634, 0.709, 0.777, 0.84, 0.894, 0.938, 0.965]","[0.355, 0.44, 0.521, 0.598, 0.67, 0.736, 0.795, 0.848, 0.89, 0.916]",0.002489,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Gradient clipping was enabled with the same limit in every epoch.,healthy,"Training and validation followed the same improving trend: losses ended at 0.261 and 0.328, while their metrics reached 0.965 and 0.916.",Repeat the experiment once more to confirm that the stable result is reproducible.
synthetic_v3_learning_rate_too_high_005,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.086, 2.741, 1.404, 2.982, 0.951, 2.76, 1.13, 3.244, 1.026, 2.418]","[1.259, 2.839, 1.489, 3.177, 1.04, 2.951, 1.289, 3.414, 1.132, 2.597]","[0.491, 0.301, 0.491, 0.22, 0.561, 0.243, 0.458, 0.363, 0.484, 0.242]","[0.478, 0.281, 0.467, 0.19, 0.547, 0.204, 0.419, 0.348, 0.454, 0.206]",0.1689,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Large loss jumps continued even though the batch size stayed fixed.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.491 to 0.301 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
synthetic_v3_overfitting_030,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.474, 1.265, 1.067, 0.88, 0.704, 0.543, 0.396, 0.269, 0.165, 0.102]","[1.511, 1.131, 0.8, 0.53, 0.366, 0.523, 0.676, 0.824, 0.964, 1.087]","[0.48, 0.557, 0.631, 0.7, 0.765, 0.825, 0.879, 0.926, 0.965, 0.988]","[0.47, 0.591, 0.697, 0.783, 0.835, 0.806, 0.777, 0.75, 0.724, 0.701]",0.001617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",The optimizer state was reset before training started.,overfitting,"The generalization gap grew after epoch 5: the final training metric was 0.988, while the validation metric fell to 0.701.",Restore the checkpoint from epoch 5 and test early stopping.
synthetic_v3_data_leakage_suspected_026,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[0.42, 0.315, 0.219, 0.136, 0.068, 0.027]","[0.38, 0.285, 0.199, 0.123, 0.062, 0.025]","[0.84, 0.878, 0.912, 0.941, 0.965, 0.98]","[0.88, 0.912, 0.94, 0.965, 0.985, 0.998]",0.001,"[1, 2, 3, 4, 5, 6]",A feature audit found that the input column named target_copy exactly matched the target for every training and validation sample. Clean holdout metric was 0.61.,data_leakage_suspected,"The target_copy input feature directly revealed the target in both splits. Validation metric was 0.998, but it fell to 0.610 after removing that feature on a clean holdout.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
synthetic_v3_learning_rate_too_low_025,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.471, 1.467, 1.462, 1.458, 1.453, 1.449, 1.445, 1.44, 1.436, 1.431, 1.427, 1.422, 1.418, 1.414, 1.409, 1.405]","[1.531, 1.527, 1.524, 1.52, 1.516, 1.512, 1.509, 1.505, 1.501, 1.497, 1.494, 1.49, 1.486, 1.482, 1.478, 1.475]","[0.374, 0.377, 0.38, 0.383, 0.385, 0.388, 0.391, 0.394, 0.397, 0.4, 0.402, 0.405, 0.408, 0.411, 0.414, 0.417]","[0.364, 0.367, 0.369, 0.372, 0.375, 0.378, 0.38, 0.383, 0.386, 0.388, 0.391, 0.394, 0.397, 0.399, 0.402, 0.405]",7e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",The curves moved in the correct direction at an impractically slow pace.,learning_rate_too_low,The curves moved in the right direction but very slowly: over 16 epochs training loss changed by just 0.066 and the metric changed by 0.043.,Try a learning rate ten times larger while keeping the other settings fixed.
synthetic_v3_insufficient_evidence_002,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.22, 0.934]","[1.272, 0.984]",[],[],0.001,"[1, 2]",Batch size and optimizer settings stayed fixed during the run.,insufficient_evidence,"Only two epochs are available and both training and validation metrics are missing, so the early loss decrease does not support a specific diagnosis.",Collect more epochs and record training and validation metrics before diagnosing the run again.
synthetic_v3_healthy_016,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.338, 1.19, 1.048, 0.913, 0.783, 0.662, 0.547, 0.442, 0.347, 0.264, 0.196, 0.155]","[1.374, 1.231, 1.092, 0.96, 0.834, 0.716, 0.605, 0.502, 0.41, 0.329, 0.263, 0.223]","[0.396, 0.467, 0.535, 0.6, 0.662, 0.72, 0.775, 0.826, 0.871, 0.911, 0.944, 0.963]","[0.37, 0.443, 0.512, 0.579, 0.642, 0.702, 0.758, 0.809, 0.856, 0.897, 0.93, 0.95]",0.000943,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The experiment used a fixed random seed.,healthy,"Both splits improved over 12 epochs. Final losses were 0.155 for training and 0.223 for validation, with final metrics of 0.963 and 0.950.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_insufficient_evidence_016,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.624, 1.301, 1.008, 0.752, 0.545, 0.418]",[],"[0.371, 0.479, 0.577, 0.663, 0.733, 0.775]",[],0.001,"[1, 2, 3, 4, 5, 6]",The experiment used a fixed random seed.,insufficient_evidence,"Validation loss and validation metric are missing, so generalization cannot be compared with training performance.",Run the experiment again with validation loss and validation metric logging enabled.
synthetic_v3_overfitting_022,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.153, 0.945, 0.751, 0.572, 0.41, 0.268, 0.153, 0.083]","[1.193, 0.873, 0.613, 0.455, 0.652, 0.843, 1.024, 1.182]","[0.524, 0.606, 0.684, 0.755, 0.82, 0.876, 0.922, 0.95]","[0.514, 0.666, 0.789, 0.864, 0.8, 0.738, 0.68, 0.629]",0.000446,"[1, 2, 3, 4, 5, 6, 7, 8]",Batch size and optimizer settings stayed fixed during the run.,overfitting,"The generalization gap grew after epoch 4: the final training metric was 0.950, while the validation metric fell to 0.629.",Use epoch 4 as the early-stopping point and compare it with the final checkpoint.
synthetic_v3_learning_rate_too_low_036,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.445, 1.44, 1.434, 1.429, 1.423, 1.418, 1.412, 1.407, 1.401, 1.396, 1.39, 1.385, 1.379, 1.374, 1.368, 1.363]","[1.505, 1.5, 1.496, 1.491, 1.486, 1.481, 1.476, 1.471, 1.466, 1.462, 1.457, 1.452, 1.447, 1.442, 1.437, 1.433]","[0.301, 0.304, 0.307, 0.31, 0.312, 0.315, 0.318, 0.321, 0.324, 0.326, 0.329, 0.332, 0.335, 0.338, 0.34, 0.343]","[0.291, 0.293, 0.294, 0.296, 0.297, 0.299, 0.3, 0.302, 0.303, 0.305, 0.306, 0.308, 0.309, 0.311, 0.312, 0.314]",9.8e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",The experiment used a fixed random seed.,learning_rate_too_low,"Training loss decreased consistently by only 0.082, from 1.445 to 1.363, across 16 epochs, while the training metric improved by only 0.042.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_healthy_000,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.215, 1.011, 0.82, 0.644, 0.485, 0.346, 0.233, 0.164]","[1.265, 1.066, 0.879, 0.707, 0.722, 0.416, 0.306, 0.238]","[0.485, 0.578, 0.665, 0.744, 0.817, 0.88, 0.931, 0.962]","[0.482, 0.57, 0.652, 0.728, 0.723, 0.857, 0.905, 0.935]",0.00038,"[1, 2, 3, 4, 5, 6, 7, 8]",The run completed without hardware or logging errors.,healthy,"Across 8 epochs, training loss decreased from 1.215 to 0.164 and validation loss decreased from 1.265 to 0.238. The final training and validation metrics remained close at 0.962 and 0.935.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_healthy_022,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.597, 1.422, 1.254, 1.094, 0.941, 0.797, 0.662, 0.537, 0.425, 0.327, 0.247, 0.198]","[1.644, 1.469, 1.3, 1.139, 0.986, 0.842, 0.706, 0.581, 0.469, 0.37, 0.29, 0.241]","[0.362, 0.435, 0.506, 0.574, 0.638, 0.699, 0.756, 0.808, 0.856, 0.897, 0.931, 0.952]","[0.36, 0.431, 0.5, 0.565, 0.627, 0.686, 0.741, 0.791, 0.837, 0.877, 0.91, 0.929]",0.000435,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Batch size and optimizer settings stayed fixed during the run.,healthy,"Both splits improved over 12 epochs. Final losses were 0.198 for training and 0.241 for validation, with final metrics of 0.952 and 0.929.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_insufficient_evidence_022,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.254, 0.999]","[1.289, 1.036]",[],[],0.001,"[1, 2]",Batch size and optimizer settings stayed fixed during the run.,insufficient_evidence,"Only two epochs are available and both training and validation metrics are missing, so the early loss decrease does not support a specific diagnosis.",Collect more epochs and record training and validation metrics before diagnosing the run again.
synthetic_v3_learning_rate_too_high_023,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.44, 2.919, 0.817, 3.344, 1.3, 3.278, 1.445, 3.201, 0.839, 3.199, 0.925, 2.967]","[1.619, 3.09, 0.978, 3.483, 1.449, 3.39, 1.575, 3.335, 0.995, 3.385, 1.016, 3.109]","[0.492, 0.369, 0.505, 0.371, 0.499, 0.2, 0.566, 0.332, 0.56, 0.283, 0.55, 0.264]","[0.48, 0.343, 0.488, 0.348, 0.483, 0.182, 0.531, 0.312, 0.533, 0.256, 0.525, 0.244]",0.2206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The same optimizer converged when a much smaller rate was used in a pilot run.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.492 to 0.369 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
synthetic_v3_learning_rate_too_high_028,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.097, 2.666, 0.789, 3.189, 0.867, 2.136, 1.291, 3.241]","[1.258, 2.76, 0.958, 3.269, 1.05, 2.217, 1.377, 3.365]","[0.588, 0.232, 0.594, 0.206, 0.57, 0.329, 0.548, 0.24]","[0.571, 0.195, 0.574, 0.171, 0.543, 0.315, 0.518, 0.228]",0.1058,"[1, 2, 3, 4, 5, 6, 7, 8]",No learning-rate scheduler was enabled.,learning_rate_too_high,"Loss oscillated throughout 8 epochs, including increases from 1.097 to 2.666 and from 0.789 to 3.189; the run did not converge.",Repeat the configuration with a learning rate ten times smaller.
synthetic_v3_insufficient_evidence_041,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.362, 1.146, 0.951, 0.78, 0.642, 0.557]",[],"[0.355, 0.489, 0.61, 0.715, 0.801, 0.853]",[],0.001,"[1, 2, 3, 4, 5, 6]",Validation loss and validation metric were not recorded.,insufficient_evidence,"Validation loss and validation metric are missing, so generalization cannot be compared with training performance.",Run the experiment again with validation loss and validation metric logging enabled.
